,Date,Open,High,Low,Close,Volume,Adj Close
345,2021-10-28,60596.54,62964.12,60181.47,62249.85,12460.94735,62249.85
346,2021-10-29,62249.85,62350.0,60731.77,61885.35,10511.51493,61885.35
347,2021-10-30,61885.35,62425.0,59971.0,61340.58,9814.39863,61340.58
348,2021-10-31,61343.13,62480.0,59500.0,60939.91,12232.46723,60939.91
349,2021-11-01,60939.91,64300.0,60661.27,63257.7,10751.96477,63257.7
350,2021-11-02,63257.7,63565.29,60400.0,62928.12,10899.63806,62928.12
351,2021-11-03,62928.13,63125.0,60740.0,61443.35,10474.64639,61443.35
352,2021-11-04,61443.34,62631.08,60800.0,61001.36,9475.41802,61001.36
353,2021-11-05,61000.76,61605.14,60111.0,61518.88,7010.73483,61518.88
354,2021-11-06,61518.88,63333.0,61371.32,63327.14,7182.60363,63327.14
355,2021-11-07,63321.69,67837.21,63321.69,67570.19,13996.479193,67570.19
356,2021-11-08,67571.12,68590.7,66256.0,66958.39,12058.000864,66958.39
357,2021-11-09,66958.39,69020.0,62957.17,64911.66,15542.398128,64911.66
358,2021-11-10,64911.65,65611.53,64132.23,64816.53,9914.99834,64816.53
359,2021-11-11,64816.53,65466.66,62300.0,64139.28,11263.11499,64139.28
360,2021-11-12,64140.76,64988.32,63380.84,64389.0,5781.19382,64389.0
361,2021-11-13,64389.0,65530.56,63592.14,65527.47,7123.48023,65527.47
362,2021-11-14,65528.12,66346.0,63398.31,63615.74,8876.33095,63615.74
363,2021-11-15,63615.75,63618.92,58610.0,60088.0,19829.43647,60088.0
364,2021-11-16,60092.23,60886.91,58370.13,60371.86,11836.55864,60371.86
365,2021-11-17,60368.85,60972.22,56520.0,56917.36,15359.10647,56917.36
366,2021-11-18,56926.63,58373.09,55624.03,58099.99,11081.25742,58099.99
367,2021-11-19,58100.0,59880.1,57405.0,59743.28,7840.3858,59743.28
368,2021-11-20,59743.29,60074.03,58530.17,58677.1,7595.59042,58677.1
369,2021-11-21,58677.31,59490.0,55590.0,56292.09,13682.60854,56292.09
370,2021-11-22,56292.08,57857.14,55338.72,57557.9,11918.22396,57557.9
371,2021-11-23,57557.9,57747.8,55896.57,57155.08,9717.99725,57155.08
372,2021-11-24,57157.7,59427.59,57010.0,58999.99,10348.68584,58999.99
373,2021-11-25,58999.99,59191.99,53511.0,53759.97,17773.69862,53759.97
374,2021-11-26,53756.29,55304.81,53644.88,54762.33,7758.23976,54762.33
375,2021-11-27,54762.32,57471.01,53310.0,57317.97,9229.5602,57317.97
376,2021-11-28,57317.12,58900.61,56728.28,57826.71,8748.92499,57826.71
377,2021-11-29,57826.72,59219.27,55929.0,56981.05,13182.52246,56981.05
378,2021-11-30,56981.05,59100.0,56494.25,57212.27,11500.24907,57212.27
379,2021-12-01,57212.27,57406.66,55830.0,56523.54,9635.32024,56523.54
380,2021-12-02,56523.37,57650.0,51681.0,53648.0,13111.65984,53648.0
381,2021-12-03,53646.14,53888.94,42620.24,49201.95,26434.37925,49201.95
382,2021-12-04,49203.65,49763.02,47811.0,49446.72,12469.88547,49446.72
383,2021-12-05,49450.95,50945.26,47110.26,50500.01,15957.76523,50500.01
384,2021-12-06,50500.0,51984.79,50030.58,50634.01,11474.40001,50634.01
385,2021-12-07,50631.61,51242.37,48644.59,50512.87,10488.04149,50512.87
386,2021-12-08,50513.55,50840.0,47334.87,47569.26,11581.89907,47569.26
387,2021-12-09,47566.83,50128.03,46860.0,47166.63,12699.982,47166.63
388,2021-12-10,47166.62,49500.0,46770.0,49422.38,8701.83423,49422.38
389,2021-12-11,49422.39,50800.0,48648.81,50080.09,7907.59353,50080.09
390,2021-12-12,50080.19,50211.41,45675.93,46723.7,14240.85804,46723.7
391,2021-12-13,46721.36,48679.93,46310.91,48365.91,11276.93401,48365.91
392,2021-12-14,48364.06,49500.0,46560.0,48883.91,13938.48076,48883.91
393,2021-12-15,48882.77,49450.0,47526.36,47639.42,9045.64979,47639.42
394,2021-12-16,47639.75,48007.03,45444.44,46153.7,12795.51061,46153.7
395,2021-12-17,46148.67,47420.6,45515.0,46847.87,7774.9906,46847.87
396,2021-12-18,46844.86,48300.0,46446.59,46699.1,8115.31037,46699.1
397,2021-12-19,46699.1,47530.0,45576.19,46916.22,10529.88683,46916.22
398,2021-12-20,46916.22,49332.98,46655.6,48905.71,10906.09667,48905.71
399,2021-12-21,48906.7,49600.0,48453.22,48610.35,7859.48983,48610.35
400,2021-12-22,48611.49,51384.72,48025.92,50847.09,10627.49589,50847.09
401,2021-12-23,50847.1,51849.32,50431.29,50846.08,8112.96898,50846.08
402,2021-12-24,50846.72,51171.94,50167.69,50427.56,5193.4307,50427.56
403,2021-12-25,50429.21,51300.0,49446.2,50801.06,7141.32871,50801.06
404,2021-12-26,50801.07,52134.38,50469.66,50727.55,8896.8014,50727.55
405,2021-12-27,50727.54,50727.54,47318.91,47556.84,13876.71864,47556.84
406,2021-12-28,47556.84,48138.44,46081.63,46471.72,11324.73006,46471.72
407,2021-12-29,46471.73,47907.26,45923.13,47125.87,9568.70039,47125.87
408,2021-12-30,47125.89,48566.66,45680.0,46208.25,11585.53472,46208.25
409,2021-12-31,46215.75,47939.99,46212.42,47729.83,5718.58633,47729.83
410,2022-01-01,47729.83,47998.49,46671.57,47293.15,6493.43477,47293.15
411,2022-01-02,47293.16,47580.0,45700.0,46450.22,8870.25248,46450.22
412,2022-01-03,46450.22,47540.0,45545.17,45824.27,10080.39299,45824.27
413,2022-01-04,45824.27,47061.05,42500.0,43448.5,16822.05714,43448.5
414,2022-01-05,43444.77,43792.21,42420.0,43086.35,12143.3641,43086.35
415,2022-01-06,43086.35,43142.11,40635.14,41556.89,18009.1921,41556.89
416,2022-01-07,41556.9,42306.69,40524.0,41678.35,10584.77879,41678.35
417,2022-01-08,41680.13,42778.07,41200.81,41860.61,8109.48014,41860.61
418,2022-01-09,41867.75,42282.88,39651.31,41819.01,16579.39971,41819.01
419,2022-01-10,41819.0,43106.15,41255.78,42740.0,12561.68865,42740.0
420,2022-01-11,42740.0,44324.66,42453.0,43919.88,10785.33895,43919.88
421,2022-01-12,43919.87,44443.07,42330.0,42570.33,10239.58548,42570.33
422,2022-01-13,42567.8,43470.0,41751.0,43074.83,10079.35892,43074.83
423,2022-01-14,43078.58,43826.31,42580.0,43104.8,6015.35835,43104.8
424,2022-01-15,43104.8,43489.0,42601.97,43089.63,5918.41107,43089.63
425,2022-01-16,43089.65,43189.0,41561.65,42215.08,7831.06772,42215.08
426,2022-01-17,42211.48,42699.98,41290.0,42362.39,9491.41833,42362.39
427,2022-01-18,42363.98,42573.6,41116.78,41671.98,12002.26214,41671.98
428,2022-01-19,41671.99,43509.26,40574.21,40690.45,12706.5451,40690.45
429,2022-01-20,40688.78,41104.08,35433.07,36462.22,31219.369238,36462.22
430,2022-01-21,36462.21,36833.33,34015.0,35065.91,23013.368383,35065.91
431,2022-01-22,35076.53,36505.5,34614.92,36250.76,16230.18302,36250.76
432,2022-01-23,36250.76,37592.69,32950.01,36675.08,30928.035479,36675.08
433,2022-01-24,36675.09,37555.55,35708.37,36963.57,19854.23252,36963.57
434,2022-01-25,36975.14,38930.0,36276.07,36831.31,23974.514775,36831.31
435,2022-01-26,36831.31,37233.22,35523.16,37170.0,17210.44519,37170.0
436,2022-01-27,37169.99,38023.51,36170.08,37723.91,13727.24761,37723.91
437,2022-01-28,37724.11,38735.62,37306.1,38176.66,9917.80907,38176.66
438,2022-01-29,38176.65,38374.74,37366.66,37901.61,6798.05194,37901.61
439,2022-01-30,37901.61,38750.0,36662.83,38477.0,12794.21767,38477.0
440,2022-01-31,38477.0,39281.75,38022.72,38715.13,12130.6534,38715.13
441,2022-02-01,38715.14,38877.07,36600.1,36919.33,11855.2812,36919.33
442,2022-02-02,36924.99,37388.91,36256.8,37330.03,11209.11192,37330.03
443,2022-02-03,37330.02,41800.61,37036.66,41593.87,20505.69392,41593.87
444,2022-02-04,41595.09,41938.74,40968.1,41403.93,10335.86575,41403.93
445,2022-02-05,41403.93,42688.05,41150.36,42403.87,7027.5392,42403.87
446,2022-02-06,42403.87,44565.73,41673.68,43870.1,14203.59475,43870.1
447,2022-02-07,43870.1,45578.78,42705.8,44077.2,17171.56144,44077.2
448,2022-02-08,44077.2,44866.66,43132.12,44406.64,11382.13609,44406.64
449,2022-02-09,44406.64,45871.34,43201.56,43533.17,18633.83734,43533.17
450,2022-02-10,43533.17,43948.95,41961.19,42399.11,14670.5322,42399.11
451,2022-02-11,42399.11,43029.16,41760.01,42243.29,7877.06878,42243.29
452,2022-02-12,42243.28,42789.52,41876.07,42078.34,6333.48199,42078.34
453,2022-02-13,42082.18,42860.0,41579.79,42550.64,11322.95365,42550.64
454,2022-02-14,42556.45,44770.0,42444.52,44574.32,11527.69686,44574.32
455,2022-02-15,44574.32,44577.46,43342.42,43903.35,9441.37704,43903.35
456,2022-02-16,43902.22,44200.0,40095.95,40540.14,14463.16704,40540.14
457,2022-02-17,40540.15,40989.03,39473.31,39999.0,14365.13894,39999.0
458,2022-02-18,39999.0,40457.23,39659.35,40098.33,5941.75156,40098.33
459,2022-02-19,40104.17,40139.91,38000.0,38398.4,9687.91771,38398.4
460,2022-02-20,38403.97,39517.46,36826.0,37022.4,18194.09963,37022.4
461,2022-02-21,37028.21,38440.0,36363.0,38251.18,16823.04072,38251.18
462,2022-02-22,38251.19,39270.27,37050.0,37269.34,14060.15458,37269.34
463,2022-02-23,37269.34,39758.43,34347.41,38340.41,36576.15461,38340.41
464,2022-02-24,38340.42,39699.0,38038.46,39237.06,17838.05018,39237.06
465,2022-02-25,39237.07,40300.0,38600.46,39138.11,9565.15433,39138.11
466,2022-02-26,39138.11,39881.77,37027.55,37714.43,15019.42372,37714.43
467,2022-02-27,37714.42,44200.0,37468.28,43181.27,20871.52113,43181.27
468,2022-02-28,43176.41,44968.13,42838.68,44434.09,19079.99314,44434.09
469,2022-03-01,44434.09,45333.08,43351.0,43914.13,16484.29144,43914.13
470,2022-03-02,43914.13,44105.0,41840.07,42454.92,13683.19658,42454.92
471,2022-03-03,42454.92,42529.2,38570.0,39156.23,18328.59171,39156.23
472,2022-03-04,39156.23,39612.68,38579.83,39401.97,8690.51325,39401.97
473,2022-03-05,39401.98,39700.0,38095.23,38424.78,10474.47389,38424.78
474,2022-03-06,38424.78,39600.0,37161.72,37994.61,17414.71503,37994.61
475,2022-03-07,37993.0,39362.24,37873.44,38732.68,18241.87395,38732.68
476,2022-03-08,38737.21,42597.7,38660.61,41953.5,21441.60115,41953.5
477,2022-03-09,41950.93,42043.6,38536.1,39437.09,22270.12671,39437.09
478,2022-03-10,39436.83,40255.31,38249.61,38731.74,17172.97713,38731.74
479,2022-03-11,38731.75,39489.79,38657.32,38810.31,6311.47283,38810.31
480,2022-03-12,38810.32,39314.51,37590.17,37785.47,8727.85058,37785.47
481,2022-03-13,37785.47,39940.17,37565.0,39678.87,14739.53968,39678.87
482,2022-03-14,39677.37,39900.0,38127.29,39289.6,12125.56303,39289.6
483,2022-03-15,39295.14,41701.42,38846.8,41128.82,23607.94964,41128.82
484,2022-03-16,41127.17,41487.71,40522.27,40939.36,11795.37264,40939.36
485,2022-03-17,40939.34,42350.0,40158.68,41780.35,13961.42045,41780.35
486,2022-03-18,41780.35,42415.91,41525.9,42226.0,8038.44642,42226.0
487,2022-03-19,42226.0,42304.1,40928.78,41280.89,8886.96623,41280.89
488,2022-03-20,41284.92,41556.78,40500.0,41015.46,12543.46104,41015.46
489,2022-03-21,41015.19,43390.0,40888.0,42380.0,16261.90483,42380.0
490,2022-03-22,42379.99,43028.9,41773.0,42892.71,12676.64376,42892.71
491,2022-03-23,42892.71,44240.0,42612.86,44013.43,14951.23061,44013.43
492,2022-03-24,44016.92,45104.07,43600.0,44335.95,15071.98467,44335.95
493,2022-03-25,44335.95,44809.02,44095.76,44530.0,6791.85605,44530.0
494,2022-03-26,44530.01,46966.42,44451.76,46842.91,10853.3379,46842.91
495,2022-03-27,46842.91,48220.0,46669.34,47144.86,15902.36786,47144.86
496,2022-03-28,47144.86,48117.64,46960.0,47451.9,11527.21716,47451.9
497,2022-03-29,47446.38,47707.28,46550.46,47078.81,10271.67868,47078.81
498,2022-03-30,47078.82,47619.99,45215.7,45517.87,12657.34147,45517.87
499,2022-03-31,45526.79,46735.99,44222.0,46281.76,17125.98223,46281.76
